0.000000 	 0
3.370000 	 0
6.740000 	 0
10.110000 	 0
13.480000 	 0
16.850000 	 0
20.220000 	 0
23.590000 	 0
26.960000 	 0
30.330000 	 0
33.700000 	 0
37.070000 	 0
40.440000 	 0
43.810000 	 0
47.180000 	 0
50.550000 	 0
53.920000 	 0
57.290000 	 0
60.660000 	 0
64.030000 	 0
67.400000 	 0
70.770000 	 0
74.140000 	 0
77.510000 	 0
80.880000 	 0
84.250000 	 0
87.620000 	 0
90.990000 	 0
94.360000 	 0
97.730000 	 0
101.100000 	 0
104.470000 	 0
107.840000 	 0
111.210000 	 0
114.580000 	 0
117.950000 	 0
121.320000 	 0
124.690000 	 0
128.060000 	 0
131.430000 	 0
134.800000 	 0
138.170000 	 0
141.540000 	 0
144.910000 	 3
148.280000 	 0
151.650000 	 0
155.020000 	 0
158.390000 	 6
161.760000 	 9
165.130000 	 12
168.500000 	 9
171.870000 	 24
175.240000 	 45
178.610000 	 72
181.980000 	 15
185.350000 	 9
188.720000 	 21
192.090000 	 24
195.460000 	 3
198.830000 	 3
202.200000 	 6
205.570000 	 6
208.940000 	 3
212.310000 	 0
215.680000 	 0
219.050000 	 0
222.420000 	 0
225.790000 	 0
229.160000 	 0
232.530000 	 0
235.900000 	 0
239.270000 	 0
242.640000 	 0
246.010000 	 0
249.380000 	 0
252.750000 	 0
256.120000 	 0
259.490000 	 0
262.860000 	 0
266.230000 	 0
269.600000 	 0
272.970000 	 0
276.340000 	 0
279.710000 	 0
283.080000 	 0
286.450000 	 0
289.820000 	 0
293.190000 	 0
296.560000 	 0
299.930000 	 0
303.300000 	 0
306.670000 	 0
310.040000 	 0
313.410000 	 0
316.780000 	 0
320.150000 	 0
323.520000 	 0
326.890000 	 0
330.260000 	 0
333.630000 	 3
cdf latency: 
0.000000 	 0.000000
3.370000 	 0.000000
6.740000 	 0.000000
10.110000 	 0.000000
13.480000 	 0.000000
16.850000 	 0.000000
20.220000 	 0.000000
23.590000 	 0.000000
26.960000 	 0.000000
30.330000 	 0.000000
33.700000 	 0.000000
37.070000 	 0.000000
40.440000 	 0.000000
43.810000 	 0.000000
47.180000 	 0.000000
50.550000 	 0.000000
53.920000 	 0.000000
57.290000 	 0.000000
60.660000 	 0.000000
64.030000 	 0.000000
67.400000 	 0.000000
70.770000 	 0.000000
74.140000 	 0.000000
77.510000 	 0.000000
80.880000 	 0.000000
84.250000 	 0.000000
87.620000 	 0.000000
90.990000 	 0.000000
94.360000 	 0.000000
97.730000 	 0.000000
101.100000 	 0.000000
104.470000 	 0.000000
107.840000 	 0.000000
111.210000 	 0.000000
114.580000 	 0.000000
117.950000 	 0.000000
121.320000 	 0.000000
124.690000 	 0.000000
128.060000 	 0.000000
131.430000 	 0.000000
134.800000 	 0.000000
138.170000 	 0.000000
141.540000 	 0.000000
144.910000 	 0.010989
148.280000 	 0.010989
151.650000 	 0.010989
155.020000 	 0.010989
158.390000 	 0.032967
161.760000 	 0.065934
165.130000 	 0.109890
168.500000 	 0.142857
171.870000 	 0.230769
175.240000 	 0.395604
178.610000 	 0.659341
181.980000 	 0.714286
185.350000 	 0.747253
188.720000 	 0.824176
192.090000 	 0.912088
195.460000 	 0.923077
198.830000 	 0.934066
202.200000 	 0.956044
205.570000 	 0.978022
208.940000 	 0.989011
212.310000 	 0.989011
215.680000 	 0.989011
219.050000 	 0.989011
222.420000 	 0.989011
225.790000 	 0.989011
229.160000 	 0.989011
232.530000 	 0.989011
235.900000 	 0.989011
239.270000 	 0.989011
242.640000 	 0.989011
246.010000 	 0.989011
249.380000 	 0.989011
252.750000 	 0.989011
256.120000 	 0.989011
259.490000 	 0.989011
262.860000 	 0.989011
266.230000 	 0.989011
269.600000 	 0.989011
272.970000 	 0.989011
276.340000 	 0.989011
279.710000 	 0.989011
283.080000 	 0.989011
286.450000 	 0.989011
289.820000 	 0.989011
293.190000 	 0.989011
296.560000 	 0.989011
299.930000 	 0.989011
303.300000 	 0.989011
306.670000 	 0.989011
310.040000 	 0.989011
313.410000 	 0.989011
316.780000 	 0.989011
320.150000 	 0.989011
323.520000 	 0.989011
326.890000 	 0.989011
330.260000 	 0.989011
333.630000 	 1.000000
mean latency 	 0.000183
standard deviation in latency 	 0.000020
